OID,Lat_DD,Long_DD,Jurisdiction,Juris_ID,Name,Status,Commodity_Code,Commodity_Full_Name,Mined_Quantity,Mine_Type,Last_Year,Permit,URL,Forcing_Features,Feature_References,Feature_Class,Location,County,Landowner,Last_Operator,Start_Date,Peak_Production,Last_Updated
A5042,46.4094,-81.3111,ON,05021,RANGER HENRY,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05021.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2011
A5043,46.43187,-81.33756,ON,05022,"LOT 3, CON 5",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05022.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2014
A5044,46.41267,-81.33999,ON,05023,"LOTS 3+4, CON 4",ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05023.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2007
A5045,46.41455,-81.35255,ON,05024,"LOT 5, CON 4",ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05024.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2011
A5046,46.43406,-81.36509,ON,05025,MORRIN PROPERTY,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05025.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2014
A5047,46.41241,-81.3831,ON,05026,ETHEL LAKE,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05026.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2013
A5048,46.4158,-81.39581,ON,05027,RIOPELLE PROSPECT,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05027.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2013
A5049,46.42829,-81.39921,ON,05028,"LOT 9, CON, 5",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05028.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2013
A505,49.819166,-117.43083,BC,082FNW164,SENATOR,Historic,"AG,AU",NULL,NULL,NULL,1940,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW164,NULL,NULL,O,NULL,NULL,NULL,NULL,1906,NULL,2024
A5050,46.4239,-81.41851,ON,05029,MCCONNELL PROSPECT,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05029.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2011
A5051,46.4229,-81.42741,ON,05030,FLETT,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05030.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2011
A5052,46.40309,-81.41251,ON,05031,MCINTYRE MINE,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05031.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2006
A5053,46.389,-81.41975,ON,05032,"LOT 11, CON 2",ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05032.html,NULL,NULL,D,SUDBURY,DENISON,NULL,NULL,NULL,NULL,2006
A5054,46.27304,-81.39388,ON,05033,CHELLEW,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05033.html,NULL,NULL,D,SUDBURY,DIEPPE,NULL,NULL,NULL,NULL,2006
A5055,46.27258,-81.43515,ON,05034,HOYLE PROSPECT,ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05034.html,NULL,NULL,D,SUDBURY,DIEPPE,NULL,NULL,NULL,NULL,2006
A5056,46.41018,-80.82286,ON,05036,COULIS GARNET PROPERTY,ABANDONED,NULL,GARNET (NONMETALS),NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05036.html,NULL,NULL,D,SUDBURY,DILL,NULL,NULL,NULL,NULL,2006
A5057,46.55959,-81.43701,ON,05037,DOWLING,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05037.html,NULL,NULL,D,SUDBURY,DOWLING,NULL,NULL,NULL,NULL,2012
A5058,46.5959,-81.38641,ON,05038,WINDY CREEK,ABANDONED,NULL,LEAD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05038.html,NULL,NULL,C,SUDBURY,DOWLING,NULL,NULL,NULL,NULL,2011
A5059,46.5999,-81.35161,ON,05039,SCOW LAKE,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05039.html,NULL,NULL,D,SUDBURY,DOWLING,NULL,NULL,NULL,NULL,2011
A506,49.81861,-117.44583,BC,082FNW165,WHITE HOPE (L.15284),Historic,"PB,ZN,AG",NULL,NULL,NULL,1964,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW165,NULL,NULL,O,NULL,NULL,NULL,NULL,1897,NULL,2024
A5060,46.42204,-81.5489,ON,05040,ACME,ABANDONED,NULL,URANIUM,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05040.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2014
A5061,46.4122,-81.4949,ON,05041,ALANEN AND MAKI,ABANDONED,NULL,URANIUM,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05041.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5062,46.39919,-81.47991,ON,05042,GRIMSELL,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05042.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5063,46.4173,-81.4997,ON,05043,DWYER,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05043.html,NULL,NULL,C,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5064,46.41002,-81.53389,ON,05044,MINISTIC CREEK,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05044.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5065,46.42249,-81.5287,ON,05045,RYANOR,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05045.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5066,46.36804,-81.50289,ON,05046,ROBB FARM,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05046.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5067,46.4506,-81.44986,ON,05047,FAIRBANK LAKE,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05047.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5068,46.4252,-81.44761,ON,05048,"LOT 1, CONC 5",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05048.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5069,46.43144,-81.45297,ON,05049,"LOT 2, CON 5",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05049.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A507,49.865277,-117.40944,BC,082FNW166,KALISPELL (L.1011),Historic,"AG,PB,ZN",NULL,NULL,NULL,1975,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW166,NULL,NULL,O,NULL,NULL,NULL,NULL,1896,NULL,2024
A5070,46.4228,-81.4761,ON,05050,"LOT 4, CON 4 NORTH",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05050.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5071,46.41979,-81.4716,ON,05051,"LOT 4, CON 4 SOUTH",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05051.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5072,46.3932,-81.4628,ON,05052,WORTHINGTON MINES,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05052.html,NULL,NULL,C,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5073,46.3958,-81.45871,ON,05053,LOUGHRIM & DWYER PRO,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05053.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5074,46.38529,-81.48709,ON,05054,"LOT 5, CON 2",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05054.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5075,46.40176,-81.48112,ON,05055,"LOT 5, CON 3",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05055.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5076,46.4515,-81.51301,ON,05056,DELTA,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05056.html,NULL,NULL,C,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5077,46.40699,-81.4909,ON,05057,"LOT 6, CON 3",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05057.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5078,46.4219,-81.4933,ON,05058,"LOT 6, CON 4 CU",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05058.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5079,46.4298,-81.4515,ON,05059,"LOT 6, CON 4 FE",ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05059.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A508,49.8,-117.45277,BC,082FNW168,REPUBLIC NO. 2 (L.5498),Historic,"AG,AU,PB",NULL,NULL,NULL,1984,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW168,NULL,NULL,O,NULL,NULL,NULL,NULL,1902,NULL,2024
A5080,46.4225,-81.5014,ON,05060,GARRISON HARBOUR,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05060.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5081,46.3955,-81.5146,ON,05061,"LOT 8, CON 3",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05061.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2011
A5082,46.39331,-81.53862,ON,05062,"LOT 10, CON 2",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05062.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5083,46.40322,-81.55372,ON,05063,"LOT 11, CON 3",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05063.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5084,46.50769,-81.3264,ON,05064,GORDON LAKE,ABANDONED,NULL,LEAD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05064.html,NULL,NULL,D,SUDBURY,FAIRBANK,NULL,NULL,NULL,NULL,2006
A5085,46.4214,-81.56261,ON,05065,"LOT 12, CON 4",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05065.html,NULL,NULL,D,SUDBURY,DRURY,NULL,NULL,NULL,NULL,2006
A5086,46.52785,-80.75401,ON,05066,PERSHLAND,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05066.html,NULL,NULL,D,SUDBURY,DRYDEN,NULL,NULL,NULL,NULL,2006
A5087,46.46021,-80.7963,ON,05067,WANAPITEI SOUTH,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05067.html,NULL,NULL,D,SUDBURY,DRYDEN,NULL,NULL,NULL,NULL,2006
A5088,46.50281,-80.73588,ON,05068,NORTHERN KYANITE,ABANDONED,NULL,KYAN,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05068.html,NULL,NULL,D,SUDBURY,DRYDEN,NULL,NULL,NULL,NULL,2006
A5089,46.49703,-80.803,ON,05069,PERSHLAND SOUTH,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05069.html,NULL,NULL,D,SUDBURY,DRYDEN,NULL,NULL,NULL,NULL,2014
A509,49.800833,-117.44444,BC,082FNW169,CLUB,Historic,"AG,AU,PB",NULL,NULL,NULL,1904,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW169,NULL,NULL,O,NULL,NULL,NULL,NULL,1904,NULL,2024
A5090,46.53645,-80.6978,ON,05070,FOISEY,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05070.html,NULL,NULL,D,SUDBURY,DRYDEN,NULL,NULL,NULL,NULL,2006
A5091,46.53015,-80.7844,ON,05071,DRYDEN NORTH,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05071.html,NULL,NULL,D,SUDBURY,DRYDEN,NULL,NULL,NULL,NULL,2006
A5092,46.38503,-81.8289,ON,05072,BROULAN REEF-DUNLOP,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05072.html,NULL,NULL,D,SUDBURY,DUNLOP,NULL,NULL,NULL,NULL,2006
A5093,46.31721,-81.10911,ON,05073,WAVY LAKE,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05073.html,NULL,NULL,D,SUDBURY,EDEN,NULL,NULL,NULL,NULL,2006
A5094,46.60559,-81.62102,ON,05074,ALCOURT MINES,ABANDONED,NULL,URANIUM,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05074.html,NULL,NULL,D,SUDBURY,ERMATINGER,NULL,NULL,NULL,NULL,2006
A5095,46.58795,-81.59107,ON,05075,DUMONT,ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05075.html,NULL,NULL,D,SUDBURY,ERMATINGER,NULL,NULL,NULL,NULL,2006
A5096,46.47303,-81.41989,ON,05076,FAIRBANK LAKE,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05076.html,NULL,NULL,D,SUDBURY,FAIRBANK,NULL,NULL,NULL,NULL,2006
A5097,46.58118,-80.72297,ON,05077,MACKENZIE,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05077.html,NULL,NULL,D,SUDBURY,FALCONBRIDGE,NULL,NULL,NULL,NULL,2006
A5098,46.56557,-80.7568,ON,05078,COPPER PRINCE,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05078.html,NULL,NULL,D,SUDBURY,FALCONBRIDGE,NULL,NULL,NULL,NULL,2006
A5099,46.54936,-80.69441,ON,05079,"BEATH, A.H.",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05079.html,NULL,NULL,C,SUDBURY,FALCONBRIDGE,NULL,NULL,NULL,NULL,2006
A51,56.184722,-130.10083,BC,104B  036,ST. EUGENE,Historic,"AG,PB,ZN",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=104B%20%20036,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A510,49.784166,-117.43555,BC,082FNW170,RUBY AND MABLE,Historic,"AG,AU",NULL,NULL,NULL,1904,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW170,NULL,NULL,O,NULL,NULL,NULL,NULL,1903,NULL,2024
A5100,46.6127,-80.73591,ON,05080,SUN GOLD,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05080.html,NULL,NULL,C,SUDBURY,FALCONBRIDGE,NULL,NULL,NULL,NULL,2012
A5101,46.60899,-80.72896,ON,05081,WANAPITEI,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05081.html,NULL,NULL,D,SUDBURY,FALCONBRIDGE,NULL,NULL,NULL,NULL,2006
A5102,46.49024,-79.88617,ON,05082,CHEBOGOMOG LAKE,ABANDONED,NULL,THORIUM,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05082.html,NULL,NULL,D,SUDBURY,FIELD,NULL,NULL,NULL,NULL,2006
A5103,46.25,-81.68381,ON,05083,KARL,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05083.html,NULL,NULL,D,SUDBURY,FOSTER,NULL,NULL,NULL,NULL,2006
A5104,46.25534,-81.66584,ON,05084,"MAKI, E.",ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05084.html,NULL,NULL,D,SUDBURY,FOSTER,NULL,NULL,NULL,NULL,2006
A5105,46.23209,-81.648,ON,05085,TEXAS,ABANDONED,NULL,BISMUTH,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05085.html,NULL,NULL,D,SUDBURY,FOSTER,NULL,NULL,NULL,NULL,2006
A5106,46.2084,-81.68591,ON,05086,STRATTON LAKE,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05086.html,NULL,NULL,D,SUDBURY,FOSTER,NULL,NULL,NULL,NULL,2006
A5107,46.24077,-81.63245,ON,05087,ELIZABETH LAKE,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05087.html,NULL,NULL,D,SUDBURY,FOSTER,NULL,NULL,NULL,NULL,2006
A5108,46.74868,-81.21191,ON,05088,FOY OFFSET WD234,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05088.html,NULL,NULL,D,SUDBURY,FOY,NULL,NULL,NULL,NULL,2006
A5109,46.79789,-81.30238,ON,05089,FOY OFFSET EXTENSION,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05089.html,NULL,NULL,D,SUDBURY,FOY,NULL,NULL,NULL,NULL,2006
A511,49.780832,-117.44083,BC,082FNW171,PORT HOPE (L.5493),Historic,"AG,AU",NULL,NULL,NULL,1937,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW171,NULL,NULL,O,NULL,NULL,NULL,NULL,1904,NULL,2024
A5110,46.91088,-80.83845,ON,05090,FRALECK,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05090.html,NULL,NULL,D,SUDBURY,FRALECK,NULL,NULL,NULL,NULL,2006
A5111,46.89244,-80.83256,ON,05091,FRALECK TOWNSHIP SOUTHEAST,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05091.html,NULL,NULL,D,SUDBURY,FRALECK,NULL,NULL,NULL,NULL,2006
A5112,47.08364,-81.24824,ON,05092,EDNA LAKE,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05092.html,NULL,NULL,D,SUDBURY,FRECHETTE,NULL,NULL,NULL,NULL,2006
A5113,47.10602,-81.29788,ON,05093,ARMOUR,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05093.html,NULL,NULL,D,SUDBURY,FRECHETTE,NULL,NULL,NULL,NULL,2006
A5114,47.1162,-81.30085,ON,05094,WEST CAMP LAKE,ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05094.html,NULL,NULL,D,SUDBURY,FRECHETTE,NULL,NULL,NULL,NULL,2006
A5115,46.12419,-82.27701,ON,05095,FRECHETTE ISLAND AU,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05095.html,NULL,NULL,D,SUDBURY,FRECHETTE ISLANDS,NULL,NULL,NULL,NULL,2006
A5116,46.56375,-80.42168,ON,05096,SAW MILL,ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05096.html,NULL,NULL,D,SUDBURY,LOUGHRIN,NULL,NULL,NULL,NULL,2014
A5117,46.5619,-80.43079,ON,05097,LA FRANCOIS,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05097.html,NULL,NULL,D,SUDBURY,LOUGHRIN,NULL,NULL,NULL,NULL,2014
A5118,46.31803,-81.39287,ON,05098,FIRE TOWER WEST,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05098.html,NULL,NULL,D,SUDBURY,LOUISE,NULL,NULL,NULL,NULL,2006
A5119,46.36442,-81.42891,ON,05099,"PIISPANEN, V.",ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05099.html,NULL,NULL,D,SUDBURY,LOUISE,NULL,NULL,NULL,NULL,2006
A512,49.768332,-117.44777,BC,082FNW172,LAKEVIEW (L.1802),Historic,"AG,PB,ZN",NULL,NULL,NULL,1980,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW172,NULL,NULL,O,NULL,NULL,NULL,NULL,1937,NULL,2024
A5120,46.84466,-80.3131,ON,05101,"NICHOL, W.",ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05101.html,NULL,NULL,D,SUDBURY,MACBETH,NULL,NULL,NULL,NULL,2006
A5121,46.82645,-80.35788,ON,05102,BEAVER POND PYRITE,ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05102.html,NULL,NULL,D,SUDBURY,MACBETH,NULL,NULL,NULL,NULL,2006
A5122,46.83307,-80.31486,ON,05103,PELICAN MINES,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05103.html,NULL,NULL,D,SUDBURY,MACBETH,NULL,NULL,NULL,NULL,2006
A5123,46.87801,-80.33065,ON,05104,MOSES LAKE SHOWING,ABANDONED,NULL,SULPHUR/PYRITE,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05104.html,NULL,NULL,D,SUDBURY,MACBETH,NULL,NULL,NULL,NULL,2006
A5124,46.85394,-80.63718,ON,05105,WOLF LAKE,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05105.html,NULL,NULL,C,SUDBURY,MACKELCAN,NULL,NULL,NULL,NULL,2011
A5125,46.80257,-80.64752,ON,05106,THOMAS LAKE,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05106.html,NULL,NULL,C,SUDBURY,MACKELCAN,NULL,NULL,NULL,NULL,2006
A5126,46.84054,-80.63112,ON,05107,JONES LAKE,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05107.html,NULL,NULL,C,SUDBURY,MACKELCAN,NULL,NULL,NULL,NULL,2011
